uri,text
http://purl.org/vocab/frbr/extended#isASummaryOfWork,is a summary of work 
http://purl.org/vocab/frbr/extended#isDependentPartOfWork,is dependent part of work 
http://purl.org/vocab/frbr/extended#hasDependentPartWork,has dependent part work 
http://purl.org/vocab/frbr/extended#isAutonomouslyRelatedToWork,is autonomously related to work 
http://purl.org/vocab/frbr/extended#referentiallySupplementsWork,referentially supplements work 
http://purl.org/vocab/frbr/extended#isIndependentPartOfWork,is independent part of work 
http://purl.org/vocab/frbr/extended#isAnAdaptationOfWork,is adaption of work 
http://purl.org/vocab/frbr/extended#isAReferentialSuccessorToWork,is a referential successor to work 
http://purl.org/vocab/frbr/core#Work,Work 
http://purl.org/vocab/frbr/extended#isPartOfWork,is part of work 
http://purl.org/vocab/frbr/extended#hasPartWork,has part work 
http://purl.org/vocab/frbr/extended#hasIndependentPartWork,has independent part work 
