uri,text
http://purl.org/vocab/frbr/extended#isATransformationOfExpression,is a transformation of expression 
http://purl.org/vocab/frbr/extended#supplementsExpression,supplements expression 
http://purl.org/vocab/frbr/extended#isAReferentialSuccessorToExpression,is a referential successor to expression 
http://purl.org/vocab/frbr/extended#isARevisionOfExpression,is a revision of expression 
http://purl.org/vocab/frbr/extended#isIndependentPartOfExpression,is independent part of expression 
http://purl.org/vocab/frbr/extended#hasIndependentPartExpression,has independent part expression 
http://purl.org/vocab/frbr/extended#hasDependentPartExpression,has dependent part expression 
http://purl.org/vocab/frbr/extended#isDependentPartOfExpression,is dependent part of expression 
http://purl.org/vocab/frbr/extended#hasPartExpression,has part expression 
http://purl.org/vocab/frbr/extended#isAnAbridgementOfExpression,is an abridgement of expression 
http://purl.org/vocab/frbr/extended#isReferentiallyRelatedToExpression,is referentially related to expression 
http://purl.org/vocab/frbr/extended#isATranslationOfExpression,is a translation of expression 
http://purl.org/vocab/frbr/extended#isAnArrangementOfExpression,is an arrangement of expression 
http://purl.org/vocab/frbr/extended#isASummaryOfExpression,is a summary of expression 
http://purl.org/vocab/frbr/extended#isAnImitationOfExpression,is an imitation of expression 
http://purl.org/vocab/frbr/extended#isPartOfExpression,is part of expression 
http://purl.org/vocab/frbr/core#Expression,Expression 
http://purl.org/vocab/frbr/extended#referentiallyComplementsExpression,referentially complements expression 
http://purl.org/vocab/frbr/extended#isAutonomouslyRelatedToExpression,is autonomously related to expression 
http://purl.org/vocab/frbr/extended#isAnAdaptationOfExpression,is an adaptation of expression 
http://purl.org/vocab/frbr/extended#isASuccessorToExpression,is a successor to expression 
http://purl.org/vocab/frbr/extended#isRelatedToExpression,is related to expression 
http://purl.org/vocab/frbr/extended#complementsExpression,complements expression 
http://purl.org/vocab/frbr/extended#referentiallySupplementsExpression,referentially supplements expression 
