uri,text
http://purl.org/dc/terms/isReferencedBy,is Referenced By 
http://purl.org/dc/terms/isPartOf,is Part Of 
http://purl.org/NET/c4dm/event.owl#agent,agent 
http://purl.org/NET/c4dm/event.owl#time,time 
http://purl.org/NET/c4dm/event.owl#produced_in,produced in 
http://xmlns.com/foaf/0.1/based_near,based near 
http://purl.org/dc/terms/references,references 
http://purl.org/dc/terms/publisher,publisher 
http://purl.org/dc/terms/rights,rights 
http://purl.org/dc/terms/isVersionOf,is Version Of 
http://purl.org/NET/c4dm/event.owl#sub_event,sub event 
http://purl.org/dc/terms/format,format 
http://purl.org/NET/c4dm/event.owl#place,place 
http://purl.org/dc/terms/relation,relation 
http://purl.org/dc/terms/hasPart,has Part 
http://xmlns.com/foaf/0.1/depiction,depiction 
http://xmlns.com/foaf/0.1/homepage,homepage 
http://purl.org/dc/terms/subject,subject 
http://purl.org/dc/terms/contributor,contributor 
http://purl.org/NET/c4dm/event.owl#product,product 
http://purl.org/dc/terms/title,title 
http://purl.org/dc/terms/language,language 
