uri,text
http://www.arpenteur.org/ontology/Arpenteur.owl#hasExtrudedPt2X,has extruded point 2 X 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasExtrudedData2,has extruded data 2 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasExtrudedPt2Y,has extruded point 2 Y 
http://www.arpenteur.org/ontology/Arpenteur.owl#belongToUSM,belong To USM belong to a mural stratigraphic unit 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasExtrudedPt2Z,has extruded point 2 Z 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasExtrudedPt1X,has extruded point 1 X 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasExtrudeDepth,has extrude depth 
http://www.arpenteur.org/ontology/Arpenteur.owl#Bloc,Bloc 
http://www.arpenteur.org/ontology/Arpenteur.owl#isExtrudedBy,is extruded by 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasExtrudedData1,has extruded data 1 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasExtrudedPt1Z,has extruded point 1 Z 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasExtrudedPt1Y,has extruded point 1 Y 
