uri,text
http://www.arpenteur.org/ontology/Arpenteur.owl#hasHandlesHeight,has handles height 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasRatioDiamHeight,has ratio diameter height 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasRimHeight,has Rim Height 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasDiameterSupport,has diameter support 
http://www.arpenteur.org/ontology/Arpenteur.owl#percentOfMeasured,percent of measured 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasToeMaxDiameter,has Toe Max Diameter 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasMaxDiameter,has maximum diameter 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasHandlesDiameterX,has Handles Diameter X 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasRimThickness,has Rim Thickness 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasBellyDiameter,has belly diameter 
http://www.arpenteur.org/ontology/Arpenteur.owl#Amphorae,Amphorae 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasWidthBetweenUpperHandles,has width between upper handles 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasHeightLips,has height lips 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasNormalizedDiamMaxPos,has normalized diameter max position 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasDiameterNeck,has diameter neck 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasDistanceHandles,has distance handles 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasHandlesDiameterY,has Handles Diameter Y 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasHandlesWidth,has handles width 
