uri,text
http://www.arpenteur.org/ontology/Arpenteur.owl#hasRelationAppoggiatoA,has Relation: Appoggiato A 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasRelationCopre,has Relation: Copre 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasRelationPosteriorita, has Relation: Posteriorita 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasRelationTagliatoDa, has Relation: TagliatoDa 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasRelationRiempie, has Relation: Riempie 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasRelationTaglia, has Relation: Taglia 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasRelationCopertoDa,has Relation: CopertoDa 
http://www.arpenteur.org/ontology/Arpenteur.owl#ElementoStratigrafico,Elemento Stratigrafico 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasRelationAnteriorita, has Relation: Anteriorita 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasRelationGliSiAppoggia,has Relation: GliSiAppoggia 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasRelationLegatoA, has Relation: LegatoA 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasRelationRiempitoDa, has Relation: RiempitoDa 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasRelationContemporaneita,has Relation: Contemporaneita 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasRelationUgualeA, has Relation: UgualeA 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasRelationCollegatoA,has Relation: Collegato A 
