uri,text
http://www.arpenteur.org/ontology/Arpenteur.owl#hasBoundingBox,has bounding box 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasVolume,has volume 
http://www.arpenteur.org/ontology/Arpenteur.owl#NEof,North East Of 
http://www.arpenteur.org/ontology/Arpenteur.owl#isTooFarFrom,is too Far From 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasMass,has mass 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasHeight,has height 
http://www.arpenteur.org/ontology/Arpenteur.owl#SpatialObject,Spatial_Object 
http://www.arpenteur.org/ontology/Arpenteur.owl#Sof,South Of 
http://www.arpenteur.org/ontology/Arpenteur.owl#isDirectNeighborOf,is Direct Neighbor Of 
http://www.arpenteur.org/ontology/Arpenteur.owl#Eof,East of 
http://www.arpenteur.org/ontology/Arpenteur.owl#NWof,North West Of 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasWidth,has width 
http://www.arpenteur.org/ontology/Arpenteur.owl#SWof,South West Of 
http://www.arpenteur.org/ontology/Arpenteur.owl#BoundingBox,BoundingBox 
http://www.arpenteur.org/ontology/Arpenteur.owl#Nof,North Of 
http://www.arpenteur.org/ontology/Arpenteur.owl#SEof,South East Of 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasLength,has length 
http://www.arpenteur.org/ontology/Arpenteur.owl#isFarFrom,is Far From 
http://www.arpenteur.org/ontology/Arpenteur.owl#Wof,West Of 
