uri,text
http://www.arpenteur.org/ontology/Arpenteur.owl#hasToeHeight,has Toe Height 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasYMax,has Y Max 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasToeMinDiameter,has Toe Min Diameter 
http://www.arpenteur.org/ontology/Arpenteur.owl#Amphorae,Amphorae 
http://www.arpenteur.org/ontology/Arpenteur.owl#BoundingBox,BoundingBox 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasXMin,has X Min 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasRimExternalDiameter,has Rim External Diameter 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasRimInternalDiameter,has Rim Internal Diameter  
http://www.arpenteur.org/ontology/Arpenteur.owl#hasZMax,has Z Max 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasZMin,has Z Min 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasYMin,has Y Min 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasWidthLips,has width lips 
http://www.arpenteur.org/ontology/Arpenteur.owl#hasXMax,has X Max 
