uri,text
http://culturalis.org/oad#referenceCode,Reference code 
http://culturalis.org/oad#conditionsGoverningAccess,Conditions governing access 
http://culturalis.org/oad#hasRelatedInstance,Has related instance 
http://culturalis.org/oad#date,Date(s) 
http://culturalis.org/oad#otherlevel,Other Level of description 
http://culturalis.org/oad#Instance,Archival instance 
http://culturalis.org/oad#immediateSourceOfAcquisitionOrTransfer,Immediate source of acquisition or transfer 
http://culturalis.org/oad#existenceAndLocationOfOriginals,Existence and location of originals 
http://culturalis.org/oad#archivalHistory,Archival history 
http://culturalis.org/oad#systemOfArrangement,System of arrangement 
http://culturalis.org/oad#hasNextInSequence,Has next in sequence 
