uri,text
http://www.loc.gov/mods/rdf/v1#LocationCopy,MODS - Location - Copy 
http://www.loc.gov/mods/rdf/v1#locationCopySublocation,Location - Copy -- Sublocation 
http://www.loc.gov/mods/rdf/v1#locationCopyEnumerationAndChronology,Location - Copy  - Enumeration And Chronology 
http://www.loc.gov/mods/rdf/v1#locationCopyShelfLocator,Location - Copy -- Shelf Locator 
http://www.loc.gov/mods/rdf/v1#locationCopyEnumerationAndChronologySupplement,Location - Copy  - Enumeration And Chronology -- Supplement 
http://www.loc.gov/mods/rdf/v1#locationCopyEnumerationAndChronologyIndex,Location - Copy  - Enumeration And Chronology -- Index 
http://www.loc.gov/mods/rdf/v1#locationCopyForm,Location - Copy -- Form 
http://www.loc.gov/mods/rdf/v1#locationCopyNote,Location - Copy -- Note 
http://www.loc.gov/mods/rdf/v1#locationCopyEnumerationAndChronologyBasic,Location - Copy  - Enumeration And Chronology -- Basic 
http://www.loc.gov/mods/rdf/v1#locationCopyElectronicLocator,Location - Copy -- Electronic Locator 
