uri,text
http://www.loc.gov/mods/rdf/v1#relatedSeries,Related item - Series 
http://www.loc.gov/mods/rdf/v1#relatedReferencedBy,Related item - Referenced By 
http://www.loc.gov/mods/rdf/v1#relatedPreceding,Related item - Preceding 
http://www.loc.gov/mods/rdf/v1#relatedInstantiation,Related item - Instantiation 
http://www.loc.gov/mods/rdf/v1#relatedReview,Related item - Review 
http://www.loc.gov/mods/rdf/v1#statementOfResponsibility,Statement of Responsibility 
http://www.loc.gov/mods/rdf/v1#edition,Edition 
http://www.loc.gov/mods/rdf/v1#Cartographics,MODS - Cartographic Information 
http://www.loc.gov/mods/rdf/v1#mediaType,media Type 
http://www.loc.gov/mods/rdf/v1#note,note 
http://www.loc.gov/mods/rdf/v1#relatedItem,Related Item 
http://www.loc.gov/mods/rdf/v1#relatedOriginal,Related item - Original 
http://www.loc.gov/mods/rdf/v1#relatedHost,Related item - Host 
http://www.loc.gov/mods/rdf/v1#relatedSucceeding,Related item - Suceeding 
http://www.loc.gov/mods/rdf/v1#issuance,issuance 
http://www.loc.gov/mods/rdf/v1#cartographics,Cartographics  
http://www.loc.gov/mods/rdf/v1#frequency,frequency 
http://www.loc.gov/mods/rdf/v1#physicalExtent,Physical Extent 
http://www.loc.gov/mods/rdf/v1#relatedFormat,Related item - Other Format 
http://www.loc.gov/mods/rdf/v1#relatedConstituent,Related item - Constituent 
http://www.loc.gov/mods/rdf/v1#relatedReference,Related item - Reference 
http://www.loc.gov/mods/rdf/v1#ModsResource,MODS - A  MODS Resource 
http://www.loc.gov/mods/rdf/v1#relatedVersion,Related Item - Other Version 
