uri,text
https://w3id.org/arco/ontology/cataloguing-campaign/isCatalogueNumberAssignmentOf,is catalogue numebrs assignment of 
https://w3id.org/arco/ontology/cataloguing-campaign/isApplicationOf,is application of 
https://w3id.org/arco/ontology/cataloguing-campaign/hasApplication,has application 
https://w3id.org/arco/ontology/cataloguing-campaign/Application,Application 
https://w3id.org/arco/ontology/cataloguing-campaign/isApplicantAgencyFor,is applicant agency for 
https://w3id.org/arco/ontology/cataloguing-campaign/CatalogueNumbersAssignment,Catalogue Numbers Assignment 
https://w3id.org/arco/ontology/cataloguing-campaign/CataloguingOrDigitizationCampaign,Cataloguing or Digitization Campaign 
https://w3id.org/arco/ontology/cataloguing-campaign/lastNumberAssigned,last number assigned 
https://w3id.org/italia/onto/l0/Agent,Agent 
https://w3id.org/arco/ontology/cataloguing-campaign/hasApplicantAgency,has applicant agency 
https://w3id.org/arco/ontology/cataloguing-campaign/totalOfAssignedNumber,total of assigned number 
https://w3id.org/arco/ontology/cataloguing-campaign/firstNumberAssigned,first number assigned 
https://w3id.org/arco/ontology/cataloguing-campaign/hasCatalogueNumberAssignment,has catalogue numbers assignment 
