uri,text
https://w3id.org/arco/ontology/core/hasComponent,has component 
http://dati.beniculturali.it/cis/isRelatedToRiT,is Related To RiT 
https://w3id.org/arco/ontology/catalogue/describes,describes 
https://w3id.org/italia/onto/TI/atTime,at Time 
https://w3id.org/arco/ontology/context-description/isBiologicalTaxonOf,is biological taxon of 
https://w3id.org/italia/onto/RO/isRoleInTimeOf,is Role In Time Of 
https://w3id.org/italia/onto/CLV/isAddressComponentOf,is Address Component Of 
https://w3id.org/italia/onto/CLV/hasGeometry,has Geometry 
https://w3id.org/italia/onto/RO/hasRiT,has RiT 
https://w3id.org/italia/onto/CLV/hasAddressComponent,has Address Component 
https://w3id.org/italia/onto/l0/hasTopic,has Topic 
https://w3id.org/arco/ontology/catalogue/isDescribedBy,is described by 
https://w3id.org/italia/onto/l0/isDescriptionOf,is Description Of 
https://w3id.org/italia/onto/CLV/hasSpatialCoverage,has Spatial Coverage 
https://w3id.org/arco/ontology/context-description/isMemberOfCollection,is Member Of Collection 
https://w3id.org/arco/ontology/core/hasConsequence,has consequence 
https://w3id.org/italia/onto/CLV/hasAddress,has Address 
https://w3id.org/italia/onto/l0/hasMember,has Member 
https://w3id.org/arco/ontology/context-description/hasSubspecies,has subspecies 
https://w3id.org/arco/ontology/context-description/isMemberOfPhotographicSeries,is Member Of Photographic Series 
https://w3id.org/arco/ontology/cataloguing-campaign/hasOrganizationType,has Organization Type 
https://w3id.org/italia/onto/l0/hasDescription,has Description 
https://w3id.org/italia/onto/l0/follows,follows 
https://w3id.org/italia/onto/l0/isTopicOf,is Topic Of 
https://w3id.org/arco/ontology/core/isComponentOf,is component of 
https://w3id.org/arco/ontology/core/isPartOf,is part of 
https://w3id.org/arco/ontology/context-description/isGenusIn,is genus in 
https://w3id.org/italia/onto/l0/isMemberOf,is Member Of 
https://w3id.org/arco/ontology/context-description/hasGenus,has genus 
https://w3id.org/italia/onto/l0/precedes,precedes 
https://w3id.org/arco/ontology/context-description/isSpeciesIn,is species in 
https://w3id.org/arco/ontology/context-description/hasBiologicalTaxonomy,has Biological Taxonomy 
https://w3id.org/arco/ontology/core/isConsequenceOf,is consequence of 
https://w3id.org/arco/ontology/context-description/hasSpecies,has species 
https://w3id.org/arco/ontology/core/hasPart,has part 
https://w3id.org/arco/ontology/context-description/isSubspeciesIn,is subspecies in 
