uri,text
https://w3id.org/arco/ontology/denotative-description/isCulturalPropertyDefinitionOf,is cultural property definition of 
https://w3id.org/arco/ontology/denotative-description/hasCulturalPropertySpecification,has cultural property specification 
https://w3id.org/arco/ontology/denotative-description/CulturalPropertyType,Cultural property Type 
https://w3id.org/arco/ontology/denotative-description/CulturalPropertySpecification,Cultural Property Specification 
https://w3id.org/arco/ontology/arco/CulturalProperty,Cultural Property 
https://w3id.org/arco/ontology/denotative-description/hasCulturalPropertyDefinition,has cultural property definition 
https://w3id.org/arco/ontology/denotative-description/hasCulturalPropertyType,has cultural property type 
http://dati.beniculturali.it/cis/CulturalEntity,Cultural Entity 
https://w3id.org/arco/ontology/denotative-description/CulturalPropertyDefinition,Cultural Property Definition 
https://w3id.org/arco/ontology/denotative-description/isCulturalPropertySpecificationOf,is cultural property specification 
https://w3id.org/arco/ontology/denotative-description/isCulturalPropertyTypeOf,is cultural property type of 
