uri,text
https://w3id.org/arco/ontology/catalogue/additionalFormIdentifier,additional form identifier 
https://w3id.org/arco/ontology/catalogue/describes,describes 
https://w3id.org/arco/ontology/catalogue/isAdditionalFormTypeOf,is additional form type of 
https://w3id.org/arco/ontology/arco/CulturalProperty,Cultural Property 
https://w3id.org/arco/ontology/catalogue/AdditionalForm,Additional form 
https://w3id.org/arco/ontology/catalogue/isAdditionalFormResponsibleAgentOf,is additional form responsible agent of 
http://dati.beniculturali.it/cis/CulturalEntity,Cultural Entity 
https://w3id.org/arco/ontology/catalogue/hasAdditionalFormResponsibleAgent,has additional form responsible agent 
https://w3id.org/arco/ontology/catalogue/isRelatedToAdditionalForm,is related to additional form 
https://w3id.org/arco/ontology/catalogue/AdditionalFormType,Additional form type 
https://w3id.org/italia/onto/l0/Agent,Agent 
https://w3id.org/arco/ontology/catalogue/hasAdditionalFormType,has additional form type 
