uri,text
https://w3id.org/arco/ontology/movable-property/isTenacityOf,is tenacity of 
https://w3id.org/arco/ontology/movable-property/hasMohsHardness,has Mohs scale hardness 
https://w3id.org/arco/ontology/movable-property/isLustreOf,is lustre of 
https://w3id.org/arco/ontology/movable-property/hasDiaphaneity,has diaphaneity 
https://w3id.org/arco/ontology/movable-property/isCompatibilityIndexOf,is Compatibility Index of 
https://w3id.org/arco/ontology/movable-property/isOpticalPhenomenaOf,is optical phenomena of 
https://w3id.org/arco/ontology/movable-property/isPhysicalCharacteristicOf,is physical characteristic of 
https://w3id.org/arco/ontology/movable-property/isPhosphorescenceOf,is phosphorescence of 
https://w3id.org/arco/ontology/movable-property/hasMeasuredDensity,has measured density 
https://w3id.org/arco/ontology/movable-property/isFluorescenceOf,is fluorescence of 
https://w3id.org/arco/ontology/movable-property/PhysicalCharacteristic,Physical characteristic 
https://w3id.org/arco/ontology/movable-property/hasLustre,has lustre 
https://w3id.org/arco/ontology/movable-property/hasPhysicalCharacteristic,has physical characteristic 
https://w3id.org/arco/ontology/movable-property/hasRadioactivity,has radioactivity 
https://w3id.org/arco/ontology/movable-property/isCalculatedDensity,is calculated density of 
https://w3id.org/arco/ontology/movable-property/hasCompatibilityIndex,has compatibility index 
https://w3id.org/arco/ontology/movable-property/hasOpticalPhenomena,has optical phenomena 
https://w3id.org/arco/ontology/movable-property/isStreakOf,is streak of 
https://w3id.org/arco/ontology/movable-property/hasPhosphorescence,has phosphorescence 
https://w3id.org/arco/ontology/movable-property/isMohsHardnessOf,is Mohs scale hardness of 
https://w3id.org/arco/ontology/movable-property/hasCalculatedDensity,has calculateddensity 
https://w3id.org/arco/ontology/movable-property/isFractureOf,is fracture of 
https://w3id.org/arco/ontology/movable-property/isGladstone-DaleRelation,is Gladstone-Dale relation of 
https://w3id.org/arco/ontology/movable-property/isMeasuredDensity,is measured density of 
https://w3id.org/arco/ontology/movable-property/hasFracture,has fracture 
https://w3id.org/arco/ontology/movable-property/hasGladstone-DaleRelation,has Gladstone-Dale relation 
https://w3id.org/arco/ontology/movable-property/isVhnHardnessOf,is VHN scale hardness of 
https://w3id.org/arco/ontology/movable-property/hasMagnetism,has magnetism 
https://w3id.org/arco/ontology/movable-property/hasFluorescence,has fluorescence 
https://w3id.org/arco/ontology/movable-property/hasVhnHardness,has VHN scale hardness 
https://w3id.org/arco/ontology/movable-property/hasTenacity,has tenacity 
https://w3id.org/arco/ontology/movable-property/isRadioactivityOf,is radioactivity of 
https://w3id.org/arco/ontology/movable-property/hasStreak,has streak 
https://w3id.org/arco/ontology/movable-property/isDiaphaneityOf,is diaphaneity of 
https://w3id.org/arco/ontology/movable-property/isMagnetismOf,is magnetism of 
