uri,text
http://iflastandards.info/ns/fr/frbr/frbroo/F1_Work,Work 
http://iflastandards.info/ns/fr/frbr/frbroo/F15_Complex_Work,Complex Work 
http://iflastandards.info/ns/fr/frbr/frbroo/R19_created_a_realization_of,created a realization of 
http://iflastandards.info/ns/fr/frbr/frbroo/F28_Expression_Creation,Expression Creation 
http://iflastandards.info/ns/fr/frbr/frbroo/R2_is_derivative_of,is derivative of 
http://iflastandards.info/ns/fr/frbr/frbroo/R3i_realises,realises 
http://iflastandards.info/ns/fr/frbr/frbroo/R1i_has_successor,has successor 
http://iflastandards.info/ns/fr/frbr/frbroo/R10i_is_member_of,is member of 
http://iflastandards.info/ns/fr/frbr/frbroo/F22_Self-Contained_Expression,Self-Contained Expression 
http://iflastandards.info/ns/fr/frbr/frbroo/R2i_has_derivative,has derivative 
http://iflastandards.info/ns/fr/frbr/frbroo/R1_is_logical_successor_of,is logical successor of 
