uri,text
http://iflastandards.info/ns/fr/frbr/frbroo/R61i_was_kind_of_context_for,was kind of context for 
http://www.cidoc-crm.org/cidoc-crm/E55_Type,E55 Type 
http://iflastandards.info/ns/fr/frbr/frbroo/F35_Nomen_Use_Statement,Nomen Use Statement 
http://iflastandards.info/ns/fr/frbr/frbroo/R55_has_nomen_form,has nomen form 
http://iflastandards.info/ns/fr/frbr/frbroo/CLP2_should_have_type,should have type 
http://iflastandards.info/ns/fr/frbr/frbroo/R55i_is_nomen_form_in,is nomen form in 
http://iflastandards.info/ns/fr/frbr/frbroo/CLP2i_should_be_type_of,should be type of 
http://iflastandards.info/ns/fr/frbr/frbroo/F52_Name_Use_Activity,Name Use Activity 
http://iflastandards.info/ns/fr/frbr/frbroo/R61_occured_in_kind_of_context,occured in kind of context 
http://iflastandards.info/ns/fr/frbr/frbroo/F3_Manifestation_Product_Type,Manifestation Product Type 
