uri,text
http://iflastandards.info/ns/fr/frbr/frbroo/R42i_has_representative_manifestation_singleton,has representative manifestation singleton 
http://iflastandards.info/ns/fr/frbr/frbroo/F28_Expression_Creation,Expression Creation 
http://iflastandards.info/ns/fr/frbr/frbroo/R48i_was_assigned_by,was assigned by 
http://iflastandards.info/ns/fr/frbr/frbroo/F4_Manifestation_Singleton,Manifestation Singleton 
http://iflastandards.info/ns/fr/frbr/frbroo/F41_Representative_Manifestation_Assignment,Representative Manifestation Assignment 
http://iflastandards.info/ns/fr/frbr/frbroo/F2_Expression,Expression 
http://iflastandards.info/ns/fr/frbr/frbroo/F23_Expression_Fragment,Expression Fragment 
http://iflastandards.info/ns/fr/frbr/frbroo/R15i_is_fragment_of,is fragment of 
http://iflastandards.info/ns/fr/frbr/frbroo/R17i_was_created_by,was created by 
http://iflastandards.info/ns/fr/frbr/frbroo/R15_has_fragment,has fragment 
