uri,text
http://iflastandards.info/ns/fr/frbr/pressoo/Y32_was_split_into,was split into 
http://iflastandards.info/ns/fr/frbr/pressoo/Y31i_superseded,superseded 
http://iflastandards.info/ns/fr/frbr/pressoo/Y34_was_merged_to_form,was merged to form 
http://iflastandards.info/ns/fr/frbr/pressoo/Y36i_was_surrogate_for,was surrogate for 
http://iflastandards.info/ns/fr/frbr/pressoo/Y31_was_superseded_by,was superseded by 
http://iflastandards.info/ns/fr/frbr/pressoo/Y33_was_merged_with,was merged with 
http://iflastandards.info/ns/fr/frbr/pressoo/Y30i_was_separated_from,was separated from 
http://iflastandards.info/ns/fr/frbr/pressoo/Y29i_continues,continues 
http://iflastandards.info/ns/fr/frbr/pressoo/Y30_was_partially_continued_by,was partially continued by 
http://iflastandards.info/ns/fr/frbr/pressoo/Y36_had_surrogate,had surrogate 
http://iflastandards.info/ns/fr/frbr/pressoo/Y29_evolved_into,evolved into 
http://iflastandards.info/ns/fr/frbr/pressoo/Y35i_was_enhanced_by_absorbing,was enhanced by absorbing 
http://iflastandards.info/ns/fr/frbr/pressoo/Y32i_resulted_from_splitting,resulted from splitting 
http://iflastandards.info/ns/fr/frbr/pressoo/Y34i_resulted_from_merging,resulted from merging 
http://iflastandards.info/ns/fr/frbr/pressoo/Y35_was_absorbed_in,was absorbed in 
http://iflastandards.info/ns/fr/frbr/frbroo/F18_Serial_Work,F18 Serial Work 
