uri,text
http://iflastandards.info/ns/fr/frbr/pressoo/Y3_provided_a_replacement_to,provided a replacement to 
http://iflastandards.info/ns/fr/frbr/pressoo/Y2_initiated_as_continuation,initiated as continuation 
http://iflastandards.info/ns/fr/frbr/pressoo/Y1_provided_a_continuation_to,provided a continuation to 
http://iflastandards.info/ns/fr/frbr/pressoo/Y7_merged,merged 
http://iflastandards.info/ns/fr/frbr/pressoo/Y6i_resulted_from_split,resulted from split 
http://iflastandards.info/ns/fr/frbr/pressoo/Y5i_was_split_through,was split through 
http://iflastandards.info/ns/fr/frbr/pressoo/Y3i_was_replaced_through,was replaced through 
http://iflastandards.info/ns/fr/frbr/pressoo/Y4_initiated_as_replacement,initiated as replacement 
http://iflastandards.info/ns/fr/frbr/pressoo/Y4i_was_initiated_as_replacement_through,was initiated as replacement through 
http://iflastandards.info/ns/fr/frbr/pressoo/Z1_Serial_Transformation,Serial Transformation 
http://iflastandards.info/ns/fr/frbr/pressoo/Y2i_was_initiated_as_continuation_through,was initiated as continuation through 
http://iflastandards.info/ns/fr/frbr/pressoo/Y7i_was_merged_through,was merged through 
http://iflastandards.info/ns/fr/frbr/pressoo/Y8i_resulted_from_merger,resulted from merger 
http://iflastandards.info/ns/fr/frbr/pressoo/Y8_merged_into,merged into 
http://iflastandards.info/ns/fr/frbr/pressoo/Y5_split,split 
http://iflastandards.info/ns/fr/frbr/pressoo/Y6_initiated,initiated 
http://iflastandards.info/ns/fr/frbr/pressoo/Y1i_was_continued_through,was continued through 
http://iflastandards.info/ns/fr/frbr/frbroo/F18_Serial_Work,F18 Serial Work 
