uri,text
http://postdata.linhd.uned.es/ontology/postdata-core#isReferencedIn,is Referenced In 
http://postdata.linhd.uned.es/ontology/postdata-core#Redaction,Redaction 
http://postdata.linhd.uned.es/ontology/postdata-core#authorEducationLevel,author Education Level 
http://www.w3.org/2004/02/skos/core#Concept,Concept 
http://postdata.linhd.uned.es/ontology/postdata-core#isCalligram,is Calligram 
http://postdata.linhd.uned.es/ontology/postdata-transmission#Location,Location 
http://postdata.linhd.uned.es/ontology/postdata-core#realises,realises 
http://postdata.linhd.uned.es/ontology/postdata-core#isRealisedThrough,is Realised Through 
http://postdata.linhd.uned.es/ontology/postdata-core#theme,theme 
http://postdata.linhd.uned.es/ontology/postdata-core#literaryTradition,literary Tradition 
http://postdata.linhd.uned.es/ontology/postdata-core#PoeticWork,Poetic Work 
http://postdata.linhd.uned.es/ontology/postdata-core#poeticType,poetic Type 
http://postdata.linhd.uned.es/ontology/postdata-core#genre,genre 
