uri,text
http://postdata.linhd.uned.es/ontology/postdata-core#Redaction,Redaction 
http://postdata.linhd.uned.es/ontology/postdata-literaryAnalysisElements#reference,reference 
http://postdata.linhd.uned.es/ontology/postdata-literaryAnalysisElements#hasContemporaryRelation,hasContemporaryRelation 
http://postdata.linhd.uned.es/ontology/postdata-literaryAnalysisElements#locus,locus 
http://postdata.linhd.uned.es/ontology/postdata-literaryAnalysisElements#hasDerivedWork,hasDerivedWork 
http://www.w3.org/2004/02/skos/core#Concept,Concept 
http://postdata.linhd.uned.es/ontology/postdata-literaryAnalysisElements#isRelatedWith,isRelatedWith 
http://postdata.linhd.uned.es/ontology/postdata-literaryAnalysisElements#referenceLocation,referenceLocation 
http://postdata.linhd.uned.es/ontology/postdata-literaryAnalysisElements#isRelatedContemporaneouslyWith,isRelatedContemporaneouslyWith 
http://postdata.linhd.uned.es/ontology/postdata-literaryAnalysisElements#typeOfIntertextuality,typeOfIntertextuality 
http://postdata.linhd.uned.es/ontology/postdata-literaryAnalysisElements#usesAsSource,usesAsSource 
http://postdata.linhd.uned.es/ontology/postdata-literaryAnalysisElements#Intertextuality,Intertextuality 
http://postdata.linhd.uned.es/ontology/postdata-literaryAnalysisElements#hasRelationsWith,hasRelationsWith 
http://postdata.linhd.uned.es/ontology/postdata-literaryAnalysisElements#isSource,isSource 
http://postdata.linhd.uned.es/ontology/postdata-literaryAnalysisElements#isDerivedFrom,isDerivedFrom 
