uri,text
http://postdata.linhd.uned.es/ontology/postdata-core#Redaction,Redaction 
http://postdata.linhd.uned.es/ontology/postdata-core#hasCreator,has Creator 
http://postdata.linhd.uned.es/ontology/postdata-structuralElements#Word,Word 
http://postdata.linhd.uned.es/ontology/postdata-core#numberOfPlays,number of Plays 
http://postdata.linhd.uned.es/ontology/postdata-core#numberOfWitnessesUsed,number of Witnesses Used 
http://postdata.linhd.uned.es/ontology/postdata-core#date,date 
http://postdata.linhd.uned.es/ontology/postdata-core#Role,Role 
http://postdata.linhd.uned.es/ontology/postdata-core#Ensemble,Ensemble 
http://postdata.linhd.uned.es/ontology/postdata-core#CreatorRole,Creator Role 
http://postdata.linhd.uned.es/ontology/postdata-prosodicElements#stressPosition,stressPosition 
http://postdata.linhd.uned.es/ontology/postdata-dates#DateEntity,DateEntity 
http://www.ontologydesignpatterns.org/cp/owl/objectrole.owl#hasRole,has role 
http://postdata.linhd.uned.es/ontology/postdata-core#numberOfPoems,number of Poems number of poems 
http://www.ontologydesignpatterns.org/cp/owl/partof.owl#isPartOf,is part of 
http://postdata.linhd.uned.es/ontology/postdata-core#PoeticWork,Poetic Work 
http://postdata.linhd.uned.es/ontology/postdata-core#numberOfLines,number of Lines 
