uri,text
http://iflastandards.info/ns/fr/frad/P4006,has member (corporate body) 
http://iflastandards.info/ns/fr/frad/C1003,Corporate Body 
http://iflastandards.info/ns/fr/frad/P4010,is founder of 
http://iflastandards.info/ns/fr/frad/P4016,is predecessor of 
http://iflastandards.info/ns/fr/frad/P4012,is owner of 
http://iflastandards.info/ns/fr/frad/P4043,has works attributed to 
http://iflastandards.info/ns/fr/frad/P4011,has founder 
http://iflastandards.info/ns/fr/frad/P4014,has subordinate 
http://iflastandards.info/ns/fr/frad/P4015,is subordinate of 
http://iflastandards.info/ns/fr/frad/C1002,Family 
http://iflastandards.info/ns/fr/frad/P4017,is successor of 
http://iflastandards.info/ns/fr/frad/P4048,has parent 
http://iflastandards.info/ns/fr/frbr/frbrer/C1005,C1005 
http://iflastandards.info/ns/fr/frad/P4007,is member of (corporate body) 
http://iflastandards.info/ns/fr/frad/P4013,has owner 
http://iflastandards.info/ns/fr/frad/P4047,has sibling 
