uri,text
http://iflastandards.info/ns/fr/frad/P4037,has secular identity 
http://iflastandards.info/ns/fr/frad/P4045,has collaborative relationship 
http://iflastandards.info/ns/fr/frad/P4041,has official identity 
http://iflastandards.info/ns/fr/frad/P4005,is member of (family) 
http://iflastandards.info/ns/fr/frad/P4040,is religious identity of 
http://iflastandards.info/ns/fr/frad/P4052,has works attributed to 
http://iflastandards.info/ns/fr/frad/P4004,has member (family) 
http://iflastandards.info/ns/fr/frad/P4051,has parent 
http://iflastandards.info/ns/fr/frad/P4050,has sibling 
http://iflastandards.info/ns/fr/frad/P4044,has attributed works from 
http://iflastandards.info/ns/fr/frad/P4042,is official identity of 
http://iflastandards.info/ns/fr/frad/C1002,Family 
http://iflastandards.info/ns/fr/frbr/frbrer/C1005,C1005 
http://iflastandards.info/ns/fr/frad/P4049,has child 
http://iflastandards.info/ns/fr/frad/P4038,is secular identity of 
http://iflastandards.info/ns/fr/frad/P4036,is pseudonymous persona of 
http://iflastandards.info/ns/fr/frad/P4039,has religious identity 
http://iflastandards.info/ns/fr/frad/P4035,has pseudonymous persona 
