uri,text
https://d-nb.info/standards/elementset/gnd#variantNameForTheSubjectHeading,Variant name for the subject heading 
https://d-nb.info/standards/elementset/gnd#precedingSubject,Preceding subject heading 
https://d-nb.info/standards/elementset/gnd#fieldOfStudy,Field of study 
https://d-nb.info/standards/elementset/gnd#DifferentiatedPerson,Differentiated person 
https://d-nb.info/standards/elementset/gnd#succeedingSubjectHeading,Succeeding subject heading 
https://d-nb.info/standards/elementset/gnd#broaderTermGeneric,Broader term (generic) 
https://d-nb.info/standards/elementset/gnd#mediumOfPerformance,Medium of performance 
https://d-nb.info/standards/elementset/gnd#preferredNameForTheSubjectHeading,Preferred name for the subject heading 
https://d-nb.info/standards/elementset/gnd#playedInstrument,Played instrument 
https://d-nb.info/standards/elementset/gnd#language,Language 
https://d-nb.info/standards/elementset/gnd#narrowerTermGeneric,Narrower term (generic) 
https://d-nb.info/standards/elementset/gnd#SubjectHeading,Subject heading 
https://d-nb.info/standards/elementset/gnd#Work,Work 
