uri,text
https://d-nb.info/standards/elementset/gnd#westernmostLongitude,Westernmost longitude 
https://d-nb.info/standards/elementset/gnd#placeOfBirth,Place of Birth 
https://d-nb.info/standards/elementset/gnd#easternmostLongitude,Easternmost longitude 
https://d-nb.info/standards/elementset/gnd#DifferentiatedPerson,Differentiated person 
https://d-nb.info/standards/elementset/gnd#StartingOrFinalPointOfADistance,Starting or final point of a distance 
https://d-nb.info/standards/elementset/gnd#PlaceOrGeographicName,Place or geographic name 
https://d-nb.info/standards/elementset/gnd#southernmostLatitude,Southernmost latitude 
https://d-nb.info/standards/elementset/gnd#hierarchicalSuperiorOfPlaceOrGeographicName,Hierarchical superior of place or geographic name 
https://d-nb.info/standards/elementset/gnd#abbreviatedNameForThePlaceOrGeographicName,Abbreviated name for the place or geographic name 
https://d-nb.info/standards/elementset/gnd#placeOfDiscovery,Place of discovery 
https://d-nb.info/standards/elementset/gnd#northernmostLatitude,Northernmost latitude 
https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Variant name for the place or geographic name 
https://d-nb.info/standards/elementset/gnd#placeOfDeath,Place of death 
https://d-nb.info/standards/elementset/gnd#startingOrFinalPointOfADistance,Starting or final point of a distance 
https://d-nb.info/standards/elementset/gnd#characteristicPlace,Characteristic place 
https://d-nb.info/standards/elementset/gnd#preferredNameForThePlaceOrGeographicName,Preferred name for the place or geographic name 
https://d-nb.info/standards/elementset/gnd#Work,Work 
