uri,text
https://d-nb.info/standards/elementset/gnd#bookbinder,Bookbinder 
https://d-nb.info/standards/elementset/gnd#revisor,Revisor 
https://d-nb.info/standards/elementset/gnd#Work,Work 
https://d-nb.info/standards/elementset/gnd#abbreviatedNameForTheWork,Abbreviated name for the work 
https://d-nb.info/standards/elementset/gnd#preferredNameForTheWork,Preferred name for the work 
https://d-nb.info/standards/elementset/gnd#keyOfTheWork,Key of the work 
https://d-nb.info/standards/elementset/gnd#serialNumericDesignationOfMusicalWork,Serial numeric designation of musical work 
https://d-nb.info/standards/elementset/gnd#precedingWork,Preceding work 
https://d-nb.info/standards/elementset/gnd#variantNameForTheWork,Variant name for the work 
https://d-nb.info/standards/elementset/gnd#accordingWork,According work 
https://d-nb.info/standards/elementset/gnd#placeOfCustody,Place of custody 
https://d-nb.info/standards/elementset/gnd#opusNumericDesignationOfMusicalWork,Opus numeric designation of musical work 
https://d-nb.info/standards/elementset/gnd#DifferentiatedPerson,Differentiated person 
https://d-nb.info/standards/elementset/gnd#literarySource,Literary source 
https://d-nb.info/standards/elementset/gnd#keyOfTheVersion,Key of the version 
https://d-nb.info/standards/elementset/gnd#succeedingWork,Succeeding work 
https://d-nb.info/standards/elementset/gnd#instrumentalist,Instrumentalist 
https://d-nb.info/standards/elementset/gnd#PlaceOrGeographicName,Place or geographic name 
https://d-nb.info/standards/elementset/gnd#thematicIndexNumericDesignationOfMusicalWork,Thematic index numeric designation of musical work 
