uri,text
http://rdaregistry.info/Elements/a/P50008,P50008 
https://d-nb.info/standards/elementset/agrelon#relatedAgent,related Agent 
http://rdaregistry.info/Elements/u/P60434,P60434 
http://rdaregistry.info/Elements/u/P60426,P60426 
http://rdaregistry.info/Elements/a/P50028,P50028 
http://rdaregistry.info/Elements/u/P60066,P60066 
https://d-nb.info/standards/elementset/gnd#associatedPlace,Associated place 
https://d-nb.info/standards/elementset/gnd#instrument,Instrument 
https://d-nb.info/standards/elementset/gnd#broderTermGeneral,Broader term (general) 
https://d-nb.info/standards/elementset/gnd#predecessor,Predecessor 
http://rdaregistry.info/Elements/a/P50024,P50024 
http://rdaregistry.info/Elements/a/P50012,P50012 
http://rdaregistry.info/Elements/u/P60278,P60278 
http://rdaregistry.info/Elements/u/P60261,P60261 
http://rdaregistry.info/Elements/a/P50220,P50220 
http://rdaregistry.info/Elements/a/P50016,P50016 
http://rdaregistry.info/Elements/a/P50218,P50218 
http://rdaregistry.info/Elements/u/P60431,P60431 
http://rdaregistry.info/Elements/u/P60458,P60458 
http://rdaregistry.info/Elements/u/P60425,P60425 
http://xmlns.com/foaf/0.1/title,title 
https://d-nb.info/standards/elementset/gnd#member,Member 
http://rdaregistry.info/Elements/u/P60450,P60450 
http://rdaregistry.info/Elements/a/P50105,P50105 
http://rdaregistry.info/Elements/u/P60433,P60433 
http://rdaregistry.info/Elements/u/P60536,P60536 
http://xmlns.com/foaf/0.1/made,made 
https://d-nb.info/standards/elementset/gnd#successor,Successor 
http://rdaregistry.info/Elements/a/P50110,P50110 
http://rdaregistry.info/Elements/a/P50018,P50018 
http://rdaregistry.info/Elements/u/P60427,P60427 
http://rdaregistry.info/Elements/a/P50059,P50059 
http://rdaregistry.info/Elements/u/P60456,P60456 
https://d-nb.info/standards/elementset/gnd#temporaryName,Temporary name 
http://rdaregistry.info/Elements/u/P60424,P60424 
https://d-nb.info/standards/elementset/gnd#broaderTerm,Broader term 
https://d-nb.info/standards/elementset/gnd#superPropertyOf,Super-property of 
http://rdaregistry.info/Elements/u/P60443,P60443 
http://rdaregistry.info/Elements/u/P60385,P60385 
http://rdaregistry.info/Elements/u/P60376,P60376 
https://d-nb.info/standards/elementset/gnd#hierarchicalSuperior,Hierarchical superior 
http://rdaregistry.info/Elements/u/P60379,P60379 
http://rdaregistry.info/Elements/u/P60428,P60428 
http://rdaregistry.info/Elements/a/P50219,P50219 
http://rdaregistry.info/Elements/a/P50106,P50106 
http://rdaregistry.info/Elements/u/P60478,P60478 
https://d-nb.info/standards/elementset/gnd#occasion,Occasion 
