uri,text
https://d-nb.info/standards/elementset/gnd#placeOfDeathAsLiteral,Place of death (Literal) 
https://d-nb.info/standards/elementset/gnd#compiler,Compiler 
https://d-nb.info/standards/elementset/gnd#academicDegree,Academic degree 
https://d-nb.info/standards/elementset/gnd#DifferentiatedPerson,Differentiated person 
https://d-nb.info/standards/elementset/gnd#memberOfTheFamily,Member of the family 
https://d-nb.info/standards/elementset/gnd#placeOfBirthAsLiteral,Place of Birth (Literal) 
https://d-nb.info/standards/elementset/gnd#titleOfNobilityAsLiteral,Title of nobility (Literal) 
https://d-nb.info/standards/elementset/gnd#narrator,Narrator 
https://d-nb.info/standards/elementset/gnd#SubjectHeading,Subject heading 
https://d-nb.info/standards/elementset/gnd#pseudonym,Pseudonym 
https://d-nb.info/standards/elementset/gnd#Family,Family 
https://d-nb.info/standards/elementset/gnd#realIdentity,Real identity 
https://d-nb.info/standards/elementset/gnd#titleOfNobility,Title of nobility 
https://d-nb.info/standards/elementset/gnd#Work,Work 
