uri,text
https://w3id.org/italia/onto/Route/hasAltRoute,has alternative route 
https://w3id.org/italia/onto/Route/hasRoute,has route 
https://w3id.org/italia/onto/AtlasOfPaths/isQuantifiedPathwayPavingOf,is quantified pathway paving of 
https://w3id.org/italia/onto/AtlasOfPaths/pathNumber,path number 
https://w3id.org/italia/onto/AtlasOfPaths/Pathway,Pathway 
https://w3id.org/italia/onto/AtlasOfPaths/Path,Path 
https://w3id.org/italia/onto/AtlasOfPaths/QuantifiedPathwayPaving,Quantified Pathway Paving 
https://w3id.org/italia/onto/l0/name,name 
https://w3id.org/italia/onto/AtlasOfPaths/encountersPath,encounters path 
https://w3id.org/italia/onto/l0/description,description 
https://w3id.org/italia/onto/Route/hasDeviation,has deviation 
