uri,text
https://w3id.org/italia/onto/Route/stageOrdering,stage ordering 
https://w3id.org/italia/onto/l0/hasMember,has member 
https://w3id.org/italia/onto/AtlasOfPaths/stageNumber,stage number 
https://w3id.org/italia/onto/Route/Route,Route 
https://w3id.org/italia/onto/l0/positionInSequence,position in sequence 
https://w3id.org/italia/onto/l0/precedes,precedes 
https://w3id.org/italia/onto/l0/follows,follows 
https://w3id.org/italia/onto/l0/directlyPrecedes,directly precedes 
https://w3id.org/italia/onto/Route/numberOfStages,number of stages 
https://w3id.org/italia/onto/AtlasOfPaths/PathStage,Path Stage 
https://w3id.org/italia/onto/l0/directlyFollows,directly follows 
https://w3id.org/italia/onto/Route/Stage,Stage 
