uri,text
http://www.cidoc-crm.org/cidoc-crm/E18_Physical_Thing,E18 Physical Thing 
http://www.cidoc-crm.org/cidoc-crm/CRMarchaeo/AP17i_found,found 
http://www.cidoc-crm.org/cidoc-crm/CRMarchaeo/AP3i_was_excavated_by,was excavated by 
http://www.cidoc-crm.org/cidoc-crm/CRMarchaeo/A1_Excavation_Process_Unit,Excavation Process Unit 
http://www.cidoc-crm.org/cidoc-crm/CRMarchaeo/AP3_excavated,excavated 
http://www.cidoc-crm.org/cidoc-crm/CRMarchaeo/AP17_is_found_by,is found by 
http://www.cidoc-crm.org/cidoc-crm/CRMarchaeo/AP18_is_embedding_of,is embedding of 
http://www.cidoc-crm.org/cidoc-crm/CRMarchaeo/AP18i_is_embedded,is embedded 
http://www.cidoc-crm.org/cidoc-crm/CRMarchaeo/AP20_is_embedding_at,is embedding at 
http://www.cidoc-crm.org/cidoc-crm/CRMsci/S19_Encounter_Event,S19 Encounter Event 
http://www.cidoc-crm.org/cidoc-crm/CRMarchaeo/A7_Embedding,Embedding 
http://www.cidoc-crm.org/cidoc-crm/E53_Place,E53 Place 
http://www.cidoc-crm.org/cidoc-crm/CRMarchaeo/AP20i_contains,contains 
