uri,text
https://www.ica.org/standards/RiC/ontology#usedToDate,used to date 
https://www.ica.org/standards/RiC/ontology#Date,Date 
https://www.ica.org/standards/RiC/ontology#isOrWasAppellationOf,is or was appellation of 
https://www.ica.org/standards/RiC/ontology#isFromUseDateOf,is from use date of  
https://www.ica.org/standards/RiC/ontology#usedFromDate,used from date 
https://www.ica.org/standards/RiC/ontology#Thing,Thing 
https://www.ica.org/standards/RiC/ontology#wasUsedToDate,was used to date  
https://www.ica.org/standards/RiC/ontology#Appellation,Appellation 
https://www.ica.org/standards/RiC/ontology#isToUseDateOf,is to use date of  
https://www.ica.org/standards/RiC/ontology#hasOrHadAppellation,has or had appellation 
https://www.ica.org/standards/RiC/ontology#wasUsedFromDate,was used from date  
