uri,text
https://www.ica.org/standards/RiC/ontology#hasBirthDate,has birth date  
https://www.ica.org/standards/RiC/ontology#isBeginningDateOf,is beginning date of  
https://www.ica.org/standards/RiC/ontology#isDateAssociatedWith,is date associated with  
https://www.ica.org/standards/RiC/ontology#isLastUpdateDateOf,is last update date of  
https://www.ica.org/standards/RiC/ontology#hasModificationDate,has modification date  
https://www.ica.org/standards/RiC/ontology#dateQualifier,date qualifier 
https://www.ica.org/standards/RiC/ontology#isBirthDateOf,is birth date of  
https://www.ica.org/standards/RiC/ontology#hasDeathDate,has death date  
https://www.ica.org/standards/RiC/ontology#Thing,Thing 
https://www.ica.org/standards/RiC/ontology#expressedDate,expressed date 
https://www.ica.org/standards/RiC/ontology#hasBeginningDate,has beginning date  
https://www.ica.org/standards/RiC/ontology#hasEndDate,has end date  
https://www.ica.org/standards/RiC/ontology#isModificationDateOf,is modification date of  
https://www.ica.org/standards/RiC/ontology#isEndDateOf,is end date of  
https://www.ica.org/standards/RiC/ontology#Date,Date 
https://www.ica.org/standards/RiC/ontology#wasLastUpdatedAtDate,was last updated at date  
https://www.ica.org/standards/RiC/ontology#Person,Person 
https://www.ica.org/standards/RiC/ontology#dateStandard,date standard 
https://www.ica.org/standards/RiC/ontology#isDeathDateOf,is death date of  
https://www.ica.org/standards/RiC/ontology#normalizedDateValue,normalized date value 
https://www.ica.org/standards/RiC/ontology#isAssociatedWithDate,is associated with date  
https://www.ica.org/standards/RiC/ontology#calendar,calendar 
