uri,text
https://www.ica.org/standards/RiC/ontology#RecordResourceToInstantiationRelation,Record Resource to Instantiation Relation 
https://www.ica.org/standards/RiC/ontology#isContentTypeOf,is content type of 
https://www.ica.org/standards/RiC/ontology#isInstantiationOf,is instantiation of 
https://www.ica.org/standards/RiC/ontology#ContentType,Content Type 
https://www.ica.org/standards/RiC/ontology#hasOrHadSubject,has or had subject 
https://www.ica.org/standards/RiC/ontology#classification,classification 
https://www.ica.org/standards/RiC/ontology#isOrWasSubjectOf,is or was subject of 
https://www.ica.org/standards/RiC/ontology#hasInstantiation,has instantiation 
https://www.ica.org/standards/RiC/ontology#recordResourceToInstantiationRelationHasSource,record resource to instantiation relation has source  
https://www.ica.org/standards/RiC/ontology#hasPublisher,hasPublisher 
https://www.ica.org/standards/RiC/ontology#hasCopy,has copy  
https://www.ica.org/standards/RiC/ontology#Thing,Thing 
https://www.ica.org/standards/RiC/ontology#isOrWasMainSubjectOf,is or was main subject of 
https://www.ica.org/standards/RiC/ontology#describesOrDescribed,describes or described 
https://www.ica.org/standards/RiC/ontology#Instantiation,Instantiation 
https://www.ica.org/standards/RiC/ontology#isCopyOf,is copy of 
https://www.ica.org/standards/RiC/ontology#isOrWasDescribedBy,is or was described by 
https://www.ica.org/standards/RiC/ontology#isPublisherOf,isPublisherOf 
https://www.ica.org/standards/RiC/ontology#scopeAndContent,scope and content 
https://www.ica.org/standards/RiC/ontology#publicationDate,publication date 
https://www.ica.org/standards/RiC/ontology#isRecordResourceAssociatedWithRecordResource,is record resource associated with record resource  
https://www.ica.org/standards/RiC/ontology#isReplyTo,is reply to 
https://www.ica.org/standards/RiC/ontology#recordResourceStructure,Record Resource structure 
https://www.ica.org/standards/RiC/ontology#hasOrHadMainSubject,has or had main subject 
https://www.ica.org/standards/RiC/ontology#hasGeneticLinkToRecordResource,has genetic link to record resource  
https://www.ica.org/standards/RiC/ontology#Agent,Agent 
https://www.ica.org/standards/RiC/ontology#hasReply,has reply 
https://www.ica.org/standards/RiC/ontology#RecordResource,Record Resource 
https://www.ica.org/standards/RiC/ontology#recordResourceExtent,Record Resource extent 
https://www.ica.org/standards/RiC/ontology#recordResourceIsSourceOfRecordResourceToInstantiationRelation,"record resource is source of record resource to instantiation
            relation  "
