uri,text
https://www.ica.org/standards/RiC/ontology#Agent,Agent 
https://www.ica.org/standards/RiC/ontology#isOrWasControllerOf,is or was controller of 
https://www.ica.org/standards/RiC/ontology#hasOrHadSubordinate,has or had subordinate 
https://www.ica.org/standards/RiC/ontology#hasSuccessor,has successor 
https://www.ica.org/standards/RiC/ontology#isOrWasSubordinateTo,is or was subordinate to 
https://www.ica.org/standards/RiC/ontology#agentIsSourceOfAuthorityRelation,agent is source of authority relation  
https://www.ica.org/standards/RiC/ontology#isSuccessorOf,is successor of 
https://www.ica.org/standards/RiC/ontology#Thing,Thing 
https://www.ica.org/standards/RiC/ontology#authorityRelationHasSource,authority relation has source  
https://www.ica.org/standards/RiC/ontology#isAgentAssociatedWithAgent,is agent associated with agent  
https://www.ica.org/standards/RiC/ontology#hasOrHadController,has or had controller 
https://www.ica.org/standards/RiC/ontology#hasOrHadWorkRelationWith,has or had work relation with 
https://www.ica.org/standards/RiC/ontology#hasOrHadAuthorityOver,has or had authority over 
https://www.ica.org/standards/RiC/ontology#AuthorityRelation,Authority Relation 
https://www.ica.org/standards/RiC/ontology#isOrWasUnderAuthorityOf,is or was under authority of 
