uri,text
https://www.ica.org/standards/RiC/ontology#resultsOrResultedIn,results or resulted in 
https://www.ica.org/standards/RiC/ontology#isEventAssociatedWith,is event associated with  
https://www.ica.org/standards/RiC/ontology#Event,Event 
https://www.ica.org/standards/RiC/ontology#resultsOrResultedFrom,results or resulted from 
https://www.ica.org/standards/RiC/ontology#affectsOrAffected,affects or affected 
https://www.ica.org/standards/RiC/ontology#isOrWasAffectedBy,is or was affected by 
https://www.ica.org/standards/RiC/ontology#Thing,Thing 
https://www.ica.org/standards/RiC/ontology#hasOrHadSubevent,has or had subevent 
https://www.ica.org/standards/RiC/ontology#hasOrHadParticipant,has or had participant 
https://www.ica.org/standards/RiC/ontology#isOrWasSubeventOf,is or was subevent of 
https://www.ica.org/standards/RiC/ontology#isAssociatedWithEvent,is associated with event  
https://www.ica.org/standards/RiC/ontology#isOrWasParticipantIn,is or was participant in 
