uri,text
https://www.ica.org/standards/RiC/ontology#thingIsTargetOfRelation,thing is target of relation  
https://www.ica.org/standards/RiC/ontology#thingIsContextOfRelation,thing is context of relation  
https://www.ica.org/standards/RiC/ontology#relationConnects,relation connects  
https://www.ica.org/standards/RiC/ontology#Thing,Thing 
https://www.ica.org/standards/RiC/ontology#thingIsConnectedToRelation,thing is connected to relation  
https://www.ica.org/standards/RiC/ontology#thingIsSourceOfRelation,thing is source of relation  
https://www.ica.org/standards/RiC/ontology#Relation,Relation 
https://www.ica.org/standards/RiC/ontology#relationHasTarget,relation has target  
https://www.ica.org/standards/RiC/ontology#relationHasSource,relation has source  
https://www.ica.org/standards/RiC/ontology#relationHasContext,relation has context  
https://www.ica.org/standards/RiC/ontology#relationState,Relation state 
