uri,text
https://www.ica.org/standards/RiC/ontology#leadershipWithPosition,leadership with position  
https://www.ica.org/standards/RiC/ontology#Person,Person 
https://www.ica.org/standards/RiC/ontology#personIsSourceOfLeadershipRelation,person is source of leadership relation  
https://www.ica.org/standards/RiC/ontology#groupIsTargetOfLeadershipRelation,group is target of leadership relation  
https://www.ica.org/standards/RiC/ontology#positionIsContextOfLeadershipRelation,position is context of leadership relation  
https://www.ica.org/standards/RiC/ontology#Group,Group 
https://www.ica.org/standards/RiC/ontology#leadershipRelationHasSource,leadership relation has source  
https://www.ica.org/standards/RiC/ontology#LeadershipRelation,Leadership Relation 
https://www.ica.org/standards/RiC/ontology#Position,Position 
https://www.ica.org/standards/RiC/ontology#leadershipRelationHasTarget,leadership relation has target  
