uri,text
https://www.ica.org/standards/RiC/ontology#Agent,Agent 
https://www.ica.org/standards/RiC/ontology#hasOrHadJurisdiction,has or had jurisdiction 
https://www.ica.org/standards/RiC/ontology#isOrWasLocationOf,is or was location of 
https://www.ica.org/standards/RiC/ontology#Thing,Thing 
https://www.ica.org/standards/RiC/ontology#Place,Place 
https://www.ica.org/standards/RiC/ontology#isOrWasContainedBy,is or was contained by 
https://www.ica.org/standards/RiC/ontology#isAssociatedWithPlace,is associated with place  
https://www.ica.org/standards/RiC/ontology#hasOrHadLocation,has or had location 
https://www.ica.org/standards/RiC/ontology#geographicalCoordinates,geographical coordinates 
https://www.ica.org/standards/RiC/ontology#isPlaceAssociatedWith,is place associated with  
https://www.ica.org/standards/RiC/ontology#isOrWasAdjacentTo,is or was adjacent to 
https://www.ica.org/standards/RiC/ontology#isOrWasJurisdictionOf,is or was jurisdiction of 
https://www.ica.org/standards/RiC/ontology#containsOrContained,contains or contained 
https://www.ica.org/standards/RiC/ontology#overlapsOrOverlapped,overlaps or overlapped 
