uri,text
https://www.ica.org/standards/RiC/ontology#hasOrHadSubdivision,has or had subdivision 
https://www.ica.org/standards/RiC/ontology#Person,Person 
https://www.ica.org/standards/RiC/ontology#PositionToGroupRelation,Position to Group Relation 
https://www.ica.org/standards/RiC/ontology#hasOrHadLeader,has or had leader 
https://www.ica.org/standards/RiC/ontology#hasOrHadMember,has or had member 
https://www.ica.org/standards/RiC/ontology#positionToGroupRelationHasTarget,position to group relation has target  
https://www.ica.org/standards/RiC/ontology#isOrWasLeaderOf,is or was leader of 
https://www.ica.org/standards/RiC/ontology#isOrWasSubdivisionOf,is or was subdivision of 
https://www.ica.org/standards/RiC/ontology#isOrWasMemberOf,is or was member of 
https://www.ica.org/standards/RiC/ontology#Group,Group 
