uri,text
https://www.ica.org/standards/RiC/ontology#personIsTargetOfMembershipRelation,person is target of membership relation  
https://www.ica.org/standards/RiC/ontology#membershipWithPosition,membership with position  
https://www.ica.org/standards/RiC/ontology#membershipRelationHasSource,membership relation has source  
https://www.ica.org/standards/RiC/ontology#Person,Person 
https://www.ica.org/standards/RiC/ontology#positionIsContextOfMembershipRelation,position is context of membership relation  
https://www.ica.org/standards/RiC/ontology#MembershipRelation,Membership Relation 
https://www.ica.org/standards/RiC/ontology#groupIsSourceOfMembershipRelation,group is source of membership relation  
https://www.ica.org/standards/RiC/ontology#Group,Group 
https://www.ica.org/standards/RiC/ontology#membershipRelationHasTarget,membership relation has target  
https://www.ica.org/standards/RiC/ontology#Position,Position 
