uri,text
https://www.ica.org/standards/RiC/ontology#hasOrHadSpouse,has or had spouse 
https://www.ica.org/standards/RiC/ontology#knows,knows  
https://www.ica.org/standards/RiC/ontology#Person,Person 
https://www.ica.org/standards/RiC/ontology#hasOrHadStudent,has or had student 
https://www.ica.org/standards/RiC/ontology#isChildOf,is child of 
https://www.ica.org/standards/RiC/ontology#knowsOf,knows of  
https://www.ica.org/standards/RiC/ontology#hasDescendant,has descendant 
https://www.ica.org/standards/RiC/ontology#hasAncestor,has ancestor 
https://www.ica.org/standards/RiC/ontology#hasOrHadCorrespondent,has or had correspondent 
https://www.ica.org/standards/RiC/ontology#hasFamilyAssociationWith,has family association with 
https://www.ica.org/standards/RiC/ontology#hasOrHadTeacher,has or had teacher 
https://www.ica.org/standards/RiC/ontology#deathDate,death date 
https://www.ica.org/standards/RiC/ontology#hasChild,has child 
https://www.ica.org/standards/RiC/ontology#hasSibling,has sibling 
https://www.ica.org/standards/RiC/ontology#knownBy,known by  
