uri,text
http://www.cidoc-crm.org/cidoc-crm/E5_Event,Event 
http://www.cidoc-crm.org/cidoc-crm/P124_transformed,transformed 
http://www.cidoc-crm.org/cidoc-crm/P124i_was_transformed_by,was transformed by 
http://www.cidoc-crm.org/cidoc-crm/E81_Transformation,Transformation 
http://www.cidoc-crm.org/cidoc-crm/E64_End_of_Existence,End of Existence 
http://www.cidoc-crm.org/cidoc-crm/E63_Beginning_of_Existence,Beginning of Existence 
http://www.cidoc-crm.org/cidoc-crm/P92i_was_brought_into_existence_by,was brought into existence by 
http://www.cidoc-crm.org/cidoc-crm/P93i_was_taken_out_of_existence_by,was taken out of existence by 
http://www.cidoc-crm.org/cidoc-crm/P123i_resulted_from,resulted from 
http://www.cidoc-crm.org/cidoc-crm/P12i_was_present_at,was present at 
http://www.cidoc-crm.org/cidoc-crm/P93_took_out_of_existence,took out of existence 
http://www.cidoc-crm.org/cidoc-crm/E77_Persistent_Item,Persistent Item 
http://www.cidoc-crm.org/cidoc-crm/P92_brought_into_existence,brought into existence 
http://www.cidoc-crm.org/cidoc-crm/P123_resulted_in,resulted in 
http://www.cidoc-crm.org/cidoc-crm/P12_occurred_in_the_presence_of,occurred in the presence of 
