uri,text
http://www.cidoc-crm.org/cidoc-crm/P137_exemplifies,exemplifies 
http://www.cidoc-crm.org/cidoc-crm/E55_Type,Type 
http://www.cidoc-crm.org/cidoc-crm/P2_has_type,has type 
http://www.cidoc-crm.org/cidoc-crm/E1_CRM_Entity,CRM Entity 
http://www.cidoc-crm.org/cidoc-crm/P150_defines_typical_parts_of,defines typical parts of 
http://www.cidoc-crm.org/cidoc-crm/P2i_is_type_of,is type of 
http://www.cidoc-crm.org/cidoc-crm/E7_Activity,Activity 
http://www.cidoc-crm.org/cidoc-crm/P150i_defines_typical_wholes_for,defines typical wholes for 
http://www.cidoc-crm.org/cidoc-crm/P127i_has_narrower_term,has narrower term 
http://www.cidoc-crm.org/cidoc-crm/P125_used_object_of_type,used object of type 
http://www.cidoc-crm.org/cidoc-crm/P32_used_general_technique,used general technique 
http://www.cidoc-crm.org/cidoc-crm/P127_has_broader_term,has broader term 
