uri,text
http://www.cidoc-crm.org/cidoc-crm/P98i_was_born,was born 
http://www.cidoc-crm.org/cidoc-crm/P98_brought_into_life,brought into life 
http://www.cidoc-crm.org/cidoc-crm/E21_Person,Person 
http://www.cidoc-crm.org/cidoc-crm/P100i_died_in,died in 
http://www.cidoc-crm.org/cidoc-crm/E69_Death,Death 
http://www.cidoc-crm.org/cidoc-crm/P97i_was_father_for,was father for 
http://www.cidoc-crm.org/cidoc-crm/P97_from_father,from father 
http://www.cidoc-crm.org/cidoc-crm/P96_by_mother,by mother 
http://www.cidoc-crm.org/cidoc-crm/P152_has_parent,has parent 
http://www.cidoc-crm.org/cidoc-crm/E67_Birth,Birth 
http://www.cidoc-crm.org/cidoc-crm/P100_was_death_of,was death of 
http://www.cidoc-crm.org/cidoc-crm/P96i_gave_birth,gave birth 
http://www.cidoc-crm.org/cidoc-crm/P152i_is_parent_of,is parent of 
