uri,text
http://www.cidoc-crm.org/cidoc-crm/P3_has_note,has note 
http://www.cidoc-crm.org/cidoc-crm/P79_beginning_is_qualified_by,beginning is qualified by 
http://www.cidoc-crm.org/cidoc-crm/P57_has_number_of_parts,has number of parts 
http://www.cidoc-crm.org/cidoc-crm/E54_Dimension,Dimension 
http://www.cidoc-crm.org/cidoc-crm/P168_place_is_defined_by,place is defined by  
http://www.cidoc-crm.org/cidoc-crm/P81_ongoing_throughout,ongoing throughout 
http://www.cidoc-crm.org/cidoc-crm/P80_end_is_qualified_by,end is qualified by 
http://www.cidoc-crm.org/cidoc-crm/E52_Time-Span,Time-Span 
http://www.cidoc-crm.org/cidoc-crm/P90_has_value,has value 
http://www.cidoc-crm.org/cidoc-crm/P82_at_some_time_within,at some time within 
http://www.cidoc-crm.org/cidoc-crm/E1_CRM_Entity,CRM Entity 
http://www.cidoc-crm.org/cidoc-crm/E19_Physical_Object,Physical Object 
http://www.cidoc-crm.org/cidoc-crm/E53_Place,Place 
