uri,text
http://www.cidoc-crm.org/cidoc-crm/P10_falls_within,falls within 
http://www.cidoc-crm.org/cidoc-crm/P160i_is_temporal_projection_of,is temporal projection of 
http://www.cidoc-crm.org/cidoc-crm/P132_overlaps_with,overlaps with 
http://www.cidoc-crm.org/cidoc-crm/P161i_is_spatial_projection_of,is spatial projection of 
http://www.cidoc-crm.org/cidoc-crm/E52_Time-Span,Time-Span 
http://www.cidoc-crm.org/cidoc-crm/P10i_contains,contains 
http://www.cidoc-crm.org/cidoc-crm/E92_Spacetime_Volume,Spacetime Volume 
http://www.cidoc-crm.org/cidoc-crm/E53_Place,Place 
http://www.cidoc-crm.org/cidoc-crm/P133_is_separated_from,is separated from 
http://www.cidoc-crm.org/cidoc-crm/P161_has_spatial_projection,has spatial projection 
