uri,text
http://www.cidoc-crm.org/cidoc-crm/E18_Physical_Thing,Physical Thing 
http://www.cidoc-crm.org/cidoc-crm/E8_Acquisition,Acquisition 
http://www.cidoc-crm.org/cidoc-crm/E39_Actor,Actor 
http://www.cidoc-crm.org/cidoc-crm/E53_Place,Place 
http://www.cidoc-crm.org/cidoc-crm/P51_has_former_or_current_owner,has former or current owner 
http://www.cidoc-crm.org/cidoc-crm/P50i_is_current_keeper_of,is current keeper of 
http://www.cidoc-crm.org/cidoc-crm/P52_has_current_owner,has current owner 
http://www.cidoc-crm.org/cidoc-crm/P157i_provides_reference_space_for,provides reference space for 
http://www.cidoc-crm.org/cidoc-crm/P51i_is_former_or_current_owner_of,is former or current owner of 
http://www.cidoc-crm.org/cidoc-crm/P50_has_current_keeper,has current keeper 
http://www.cidoc-crm.org/cidoc-crm/P30_transferred_custody_of,transferred custody of 
http://www.cidoc-crm.org/cidoc-crm/P156i_is_occupied_by,is occupied by 
http://www.cidoc-crm.org/cidoc-crm/E4_Period,Period 
http://www.cidoc-crm.org/cidoc-crm/P49i_is_former_or_current_keeper_of,is former or current keeper of 
http://www.cidoc-crm.org/cidoc-crm/P53_has_former_or_current_location,has former or current location 
http://www.cidoc-crm.org/cidoc-crm/P59_has_section,has section 
http://www.cidoc-crm.org/cidoc-crm/P8_took_place_on_or_within,took place on or within 
http://www.cidoc-crm.org/cidoc-crm/P30i_custody_transferred_through,custody transferred through 
http://www.cidoc-crm.org/cidoc-crm/P24_transferred_title_of,transferred title of 
http://www.cidoc-crm.org/cidoc-crm/P156_occupies,occupies 
http://www.cidoc-crm.org/cidoc-crm/P59i_is_located_on_or_within,is located on or within 
http://www.cidoc-crm.org/cidoc-crm/P49_has_former_or_current_keeper,has former or current keeper 
http://www.cidoc-crm.org/cidoc-crm/E10_Transfer_of_Custody,Transfer of Custody 
http://www.cidoc-crm.org/cidoc-crm/P53i_is_former_or_current_location_of,is former or current location of 
http://www.cidoc-crm.org/cidoc-crm/P46i_forms_part_of,forms part of 
http://www.cidoc-crm.org/cidoc-crm/P157_is_at_rest_relative_to,is at rest relative to 
http://www.cidoc-crm.org/cidoc-crm/P52i_is_current_owner_of,is current owner of 
http://www.cidoc-crm.org/cidoc-crm/P46_is_composed_of,is composed of 
