uri,text
http://www.cidoc-crm.org/cidoc-crm/P116i_is_started_by,is started by 
http://www.cidoc-crm.org/cidoc-crm/P120_occurs_before,occurs before 
http://www.cidoc-crm.org/cidoc-crm/P117i_includes,includes 
http://www.cidoc-crm.org/cidoc-crm/P118_overlaps_in_time_with,overlaps in time with 
http://www.cidoc-crm.org/cidoc-crm/P118i_is_overlapped_in_time_by,is overlapped in time by 
http://www.cidoc-crm.org/cidoc-crm/P4i_is_time-span_of,is time-span of 
http://www.cidoc-crm.org/cidoc-crm/P4_has_time-span,has time-span 
http://www.cidoc-crm.org/cidoc-crm/P114_is_equal_in_time_to,is equal in time to 
http://www.cidoc-crm.org/cidoc-crm/P115_finishes,finishes 
http://www.cidoc-crm.org/cidoc-crm/P119_meets_in_time_with,meets in time with 
http://www.cidoc-crm.org/cidoc-crm/E52_Time-Span,Time-Span 
http://www.cidoc-crm.org/cidoc-crm/P116_starts,starts 
http://www.cidoc-crm.org/cidoc-crm/P115i_is_finished_by,is finished by 
http://www.cidoc-crm.org/cidoc-crm/P117_occurs_during,occurs during 
http://www.cidoc-crm.org/cidoc-crm/E2_Temporal_Entity,Temporal Entity 
http://www.cidoc-crm.org/cidoc-crm/P120i_occurs_after,occurs after 
http://www.cidoc-crm.org/cidoc-crm/P119i_is_met_in_time_by,is met in time by 
