uri,text
http://www.cidoc-crm.org/cidoc-crm/P40i_was_observed_in,was observed in 
http://www.cidoc-crm.org/cidoc-crm/P43i_is_dimension_of,is dimension of 
http://www.cidoc-crm.org/cidoc-crm/P84i_was_maximum_duration_of,was maximum duration of 
http://www.cidoc-crm.org/cidoc-crm/E70_Thing,Thing 
http://www.cidoc-crm.org/cidoc-crm/E54_Dimension,Dimension 
http://www.cidoc-crm.org/cidoc-crm/E16_Measurement,Measurement 
http://www.cidoc-crm.org/cidoc-crm/P84_had_at_most_duration,had at most duration 
http://www.cidoc-crm.org/cidoc-crm/E52_Time-Span,Time-Span 
http://www.cidoc-crm.org/cidoc-crm/P83_had_at_least_duration,had at least duration 
http://www.cidoc-crm.org/cidoc-crm/P43_has_dimension,has dimension 
http://www.cidoc-crm.org/cidoc-crm/P83i_was_minimum_duration_of,was minimum duration of 
