uri,text
http://data.doremus.org/ontology#U204_has_reproduction_note,U204 has reproduction note 
http://data.doremus.org/ontology#U202_has_colour_details,U202 has colour details 
http://data.doremus.org/ontology#U201_has_illustrative_content,U201 has illustrative content 
http://data.doremus.org/ontology#M157_Statement_of_Responsibility,M157 Statement of responsibility 
http://data.doremus.org/ontology#U200_has_supplementary_content,U200 has supplementary content 
http://erlangen-crm.org/efrbroo/F22_Self-Contained_Expression,F22 Self- Contained Expression 
http://data.doremus.org/ontology#U178_has_statement_of_responsibility_relating_to_edition,U178 has statement of responsibility relating to edition 
http://data.doremus.org/ontology#U199_has_sponsor,U199 has sponsor 
http://erlangen-crm.org/efrbroo/F24_Publication_Expression,F24 Publication Expression 
http://data.doremus.org/ontology#U203_has_summary_or_abstract,U203 has summary or abstract 
http://data.doremus.org/ontology#U58_has_full_published_recording,U58 has full published recording 
http://data.doremus.org/ontology#U59_has_partial_published_recording,U59 has partial published recording 
