uri,text
http://id.loc.gov/ontologies/bibframe/continuedBy,Continued by 
http://id.loc.gov/ontologies/bibframe/hasPart,has Part 
http://id.loc.gov/ontologies/bibframe/succeededBy,Succeeded by 
http://id.loc.gov/ontologies/bibframe/referencedBy,Referenced by 
http://id.loc.gov/ontologies/bibframe/subject,subject 
http://id.loc.gov/ontologies/bibframe/derivativeOf,Is derivative of 
http://id.loc.gov/ontologies/bibframe/otherEdition,Other edition 
http://id.loc.gov/ontologies/bibframe/subseriesOf,Subseries of 
http://id.loc.gov/ontologies/bibframe/absorbed,Absorption of 
http://id.loc.gov/ontologies/bibframe/absorbedBy,absorbed By 
http://id.loc.gov/ontologies/bibframe/arrangement,Organization and arrangement 
http://id.loc.gov/ontologies/bibframe/originalVersion,original Version 
http://id.loc.gov/ontologies/bibframe/translation,Translation as 
http://id.loc.gov/ontologies/bibframe/index,index 
http://id.loc.gov/ontologies/bibframe/continuedInPartBy,Continued in part by 
http://id.loc.gov/ontologies/bibframe/hasSubseries,has Subseries 
http://id.loc.gov/ontologies/bibframe/Arrangement,Organization of materials information 
http://id.loc.gov/ontologies/bibframe/findingAidOf,Finding aid for 
http://id.loc.gov/ontologies/bibframe/partOf,Is part of 
http://id.loc.gov/ontologies/bibframe/indexOf,Index to 
http://id.loc.gov/ontologies/bibframe/continuesInPart,Continuation in part of 
http://id.loc.gov/ontologies/bibframe/findingAid,finding Aid 
http://id.loc.gov/ontologies/bibframe/replacedBy,Succeeded by 
http://id.loc.gov/ontologies/bibframe/seriesOf,Series container of 
http://id.loc.gov/ontologies/bibframe/dataSource,data Source 
http://id.loc.gov/ontologies/bibframe/references,References 
http://id.loc.gov/ontologies/bibframe/supplementTo,supplement To 
http://id.loc.gov/ontologies/bibframe/hasEquivalent,has Equivalent 
http://id.loc.gov/ontologies/bibframe/separatedFrom,Separated from 
http://id.loc.gov/ontologies/bibframe/replacementOf,Preceded by 
http://id.loc.gov/ontologies/bibframe/relatedTo,Related resource 
http://id.loc.gov/ontologies/bibframe/supplement,supplement 
http://id.loc.gov/ontologies/bibframe/mergerOf,merger Of 
http://id.loc.gov/ontologies/bibframe/translationOf,Translation of 
http://id.loc.gov/ontologies/bibframe/accompaniedBy,Accompanied by 
http://id.loc.gov/ontologies/bibframe/accompanies,accompanies 
http://id.loc.gov/ontologies/bibframe/mergedToForm,Merged to form 
http://id.loc.gov/ontologies/bibframe/splitInto,Split into 
http://id.loc.gov/ontologies/bibframe/continues,Continuation of 
http://id.loc.gov/ontologies/bibframe/originalVersionOf,Original version of 
http://id.loc.gov/ontologies/bibframe/hasDerivative,has Derivative 
http://id.loc.gov/ontologies/bibframe/hasSeries,has Series 
http://id.loc.gov/ontologies/bibframe/precededBy,Preceded by 
