uri,text
http://id.loc.gov/ontologies/bibframe/musicSerialNumber,music Serial Number 
http://id.loc.gov/ontologies/bibframe/version,version 
http://id.loc.gov/ontologies/bibframe/musicOpusNumber,Music opus number 
http://id.loc.gov/ontologies/bibframe/originDate,Associated title date 
http://id.loc.gov/ontologies/bibframe/Work,Work 
http://id.loc.gov/ontologies/bibframe/expressionOf,Expression of 
http://id.loc.gov/ontologies/bibframe/musicThematicNumber,Music thematic number 
http://id.loc.gov/ontologies/bibframe/historyOfWork,History of the work 
http://id.loc.gov/ontologies/bibframe/legalDate,Date of legal work 
http://id.loc.gov/ontologies/bibframe/musicKey,Music key 
http://id.loc.gov/ontologies/bibframe/temporalCoverage,temporal Coverage 
http://id.loc.gov/ontologies/bibframe/hasExpression,Expressed as 
