http://edas#hasLocation,http://ekaw#heldIn,[63],[63],1.0,1.0,
http://iasted#Deadline,http://sigkdd#Deadline,[20],"[51, 20, 12]",1.0,1.0,
http://confOf#Person,http://sigkdd#Person,"[18, 7, 73, 45]","[52, 45, 15]",1.0,1.0,
http://edas#Person,http://conference#Person,[61],"[73, 12, 61]",1.0,1.0,
http://cmt#Author,http://confOf#Author,[13],[13],1.0,1.0,
http://iasted#Review,http://conference#Review,[78],[78],1.0,1.0,
http://confOf#Event,http://edas#ConferenceEvent,[51],"[51, 11, 61, 63]",1.0,1.0,"51 subClusterOf 11, 51 subClusterOf 63, 51 subClusterOf 61"
http://cmt#Conference,http://edas#Conference,"[16, 66, 3, 51, 22, 57, 14]","[51, 4, 22, 45, 61]",1.0,1.0,51 subClusterOf 61
http://conference#Conference_volume,http://edas#Conference,"[17, 2, 70, 40, 27, 29, 61, 78]","[51, 4, 22, 45, 61]",1.0,1.0,"51 subClusterOf 61, 51 subClusterOf 70"
http://cmt#writePaper,http://confOf#writes,[13],[13],1.0,1.0,
http://edas#isWrittenBy,http://confOf#writtenBy,[13],[13],1.0,1.0,
http://cmt#Paper,http://ekaw#Paper,"[80, 33, 3, 22, 55, 24, 13, 14]",[24],1.0,1.0,
http://sigkdd#Sponzor,http://iasted#Sponsor,"[3, 15]","[34, 15]",1.0,1.0,
http://edas#startDate,http://sigkdd#Start_of_conference,[51],[51],1.0,1.0,
http://ekaw#Event,http://edas#ConferenceEvent,"[11, 63]","[51, 11, 61, 63]",1.0,1.0,"51 subClusterOf 11, 51 subClusterOf 63"
http://cmt#Paper,http://confOf#Contribution,"[80, 33, 3, 22, 55, 24, 13, 14]","[59, 13, 77]",1.0,1.0,
http://cmt#Person,http://conference#Person,"[59, 12]","[73, 12, 61]",1.0,1.0,
http://confOf#Working_event,http://edas#AcademicEvent,"[11, 77, 63]",[11],1.0,1.0,
http://edas#Place,http://ekaw#Location,[63],[63],1.0,1.0,
http://cmt#Document,http://conference#Conference_document,[12],[12],1.0,1.0,
http://iasted#Person,http://sigkdd#Person,"[56, 76, 15]","[52, 45, 15]",1.0,1.0,
http://edas#isLocationOf,http://ekaw#locationOf,[63],[63],1.0,1.0,
http://iasted#Registration_fee,http://sigkdd#Registration_fee,"[43, 15]","[38, 15]",1.0,1.0,
http://cmt#Document,http://sigkdd#Document,[12],[12],1.0,1.0,
http://cmt#Paper,http://edas#Paper,"[80, 33, 3, 22, 55, 24, 13, 14]",[13],1.0,1.0,
http://confOf#writes,http://edas#hasRelatedPaper,[13],[13],1.0,1.0,
http://edas#isWrittenBy,http://cmt#hasAuthor,[13],[13],1.0,1.0,
http://conference#Reviewer,http://edas#Reviewer,"[67, 78]",[78],1.0,1.0,
http://conference#has_the_last_name,http://edas#hasLastName,[61],[61],1.0,1.0,
http://edas#Conference,http://sigkdd#Conference,"[51, 4, 22, 45, 61]","[3, 51, 43]",1.0,1.0,"51 subClusterOf 61, 43 subClusterOf 51"
http://iasted#City,http://confOf#City,[7],[7],1.0,1.0,
http://cmt#Author,http://edas#Author,[13],[13],1.0,1.0,
http://cmt#Conference,http://sigkdd#Conference,"[16, 66, 3, 51, 22, 57, 14]","[3, 51, 43]",1.0,1.0,43 subClusterOf 51
http://cmt#hasAuthor,http://confOf#writtenBy,[13],[13],1.0,1.0,
http://confOf#Country,http://edas#Country,[45],[45],1.0,1.0,
http://conference#Conference_document,http://sigkdd#Document,[12],[12],1.0,1.0,
http://conference#Conference_volume,http://ekaw#Conference,"[17, 2, 70, 40, 27, 29, 61, 78]",[70],1.0,1.0,17 subClusterOf 70
http://confOf#Author,http://edas#Author,[13],[13],1.0,1.0,
http://conference#Reviewer,http://iasted#Reviewer,"[67, 78]",[78],1.0,1.0,
http://edas#Reviewer,http://iasted#Reviewer,[78],[78],1.0,1.0,
