uri,text
http://purl.org/saws/ontology#isChildOf,is child of 
http://purl.org/saws/ontology#hasAncestor,has ancestor 
http://purl.org/saws/ontology#hasDescendant,has descendant 
http://purl.org/saws/ontology#precedes,precedes 
http://purl.org/saws/ontology#isParentOf,is parent of 
http://purl.org/saws/ontology#isSiblingOf,is Sibling Of 
http://purl.org/saws/ontology#hasParent,has parent 
http://purl.org/saws/ontology#contains,contains 
http://purl.org/saws/ontology#hasChild,hasChild 
http://purl.org/saws/ontology#isAncestorOf,is ancestor of 
http://purl.org/saws/ontology#isUnrelatedTo,is unrelated to 
http://purl.org/saws/ontology#isTwinOf,is twin of 
http://purl.org/saws/ontology#isDifferentTo,is different to 
http://purl.org/saws/ontology#fallsWithin,falls Within 
http://purl.org/saws/ontology#isDescendantOf,is descendant of 
http://purl.org/saws/ontology#isRelatedTo,is related to 
